Symbol,Date,Open,High,Low,Close,Volume
EURUSD,11-Jan-2018,1.1959,1.2059,1.193,1.2044,0
EURUYU,11-Jan-2018,33.826,33.826,33.66,33.66,0
EURUZS,11-Jan-2018,9735.28,9735.28,9684.66,9684.66,0
EURVEF,11-Jan-2018,12.0189,12.0189,12.0131,12.0161,0
EURVND,11-Jan-2018,26864,26864,26722,26722,0
EURXAF,11-Jan-2018,655.957,655.957,655.957,655.957,0
EURXOF,11-Jan-2018,655.957,655.957,655.957,655.957,0
EURXPF,11-Jan-2018,119.26,119.26,119.26,119.26,0
EURYER,11-Jan-2018,298.96,301.48,298.43,300.92,0
EURZAR,11-Jan-2018,14.8624,15.0076,14.826,14.8985,0
FJDGBP,11-Jan-2018,0.362,0.3631,0.3612,0.363,0
FJDUSD,11-Jan-2018,0.4893,0.4918,0.4875,0.4913,0
GBPAED,11-Jan-2018,4.9603,4.9717,4.952,4.9717,0
GBPALL,11-Jan-2018,148.04,148.04,147.26,147.26,0
GBPARS,11-Jan-2018,25.1765,25.3287,25.0803,25.3203,0
GBPAUD,11-Jan-2018,1.7222,1.723,1.7098,1.7172,0
GBPBDT,11-Jan-2018,110.42,110.42,109.7,109.7,0
GBPBGN,11-Jan-2018,2.2023,2.2056,2.1914,2.1918,0
GBPBHD,11-Jan-2018,0.5059,0.5067,0.5054,0.5067,0
GBPBIF,11-Jan-2018,2354.1,2354.1,2330.3,2330.3,0
GBPBMD,11-Jan-2018,1.351,1.355,1.3465,1.354,0
GBPBND,11-Jan-2018,1.7791,1.8024,1.7629,1.7629,0
GBPBRL,11-Jan-2018,4.3591,4.3737,4.3413,4.352,0
GBPBWP,11-Jan-2018,13.237,13.237,13.095,13.095,0
GBPCAD,11-Jan-2018,1.6949,1.7,1.692,1.6962,0
GBPCHF,11-Jan-2018,1.3209,1.3237,1.3173,1.3215,0
GBPCLP,11-Jan-2018,822.72,822.82,817.13,819.15,0
GBPCNH,11-Jan-2018,8.813,8.815,8.767,8.792,0
GBPCNY,11-Jan-2018,8.78,8.803,8.747,8.781,0
GBPCOP,11-Jan-2018,3892.3,3892.3,3820.1,3820.1,0
GBPCRC,11-Jan-2018,769.35,769.36,761.73,761.73,0
GBPCZK,11-Jan-2018,28.843,28.849,28.628,28.644,0
GBPDJF,11-Jan-2018,235.07,235.07,232.67,232.67,0
GBPDKK,11-Jan-2018,8.414,8.415,8.356,8.374,0
GBPDOP,11-Jan-2018,65.773,65.775,65.115,65.115,0
GBPDZD,11-Jan-2018,154.67,154.75,154.5,154.75,0
GBPEGP,11-Jan-2018,23.9074,23.9601,23.8376,23.9484,0
GBPETB,11-Jan-2018,36.913,36.913,36.54,36.54,0
GBPEUR,11-Jan-2018,1.1297,1.13,1.122,1.1242,0
GBPFJD,11-Jan-2018,2.7353,2.7405,2.7261,2.7274,0
GBPGTQ,11-Jan-2018,9.977,9.977,9.883,9.883,0
GBPHKD,11-Jan-2018,10.569,10.603,10.529,10.595,0
GBPHNL,11-Jan-2018,32.117,32.117,31.796,31.796,0
GBPHRK,11-Jan-2018,8.4158,8.4158,8.3675,8.3908,0
GBPHTG,11-Jan-2018,88.814,88.815,87.858,87.858,0
GBPHUF,11-Jan-2018,349,349.3,346.5,346.6,0
GBPIDR,11-Jan-2018,17969,18151,17741,17741,0
GBPILS,11-Jan-2018,4.6266,4.6301,4.6027,4.6276,0
GBPINR,11-Jan-2018,86.1301,86.3289,85.672,86.2021,0
GBPIQD,11-Jan-2018,1581.8,1581.8,1567.9,1567.9,0
GBPISK,11-Jan-2018,140.94,140.97,140.94,140.97,0
GBPJMD,11-Jan-2018,166.54,166.54,164.91,164.91,0
GBPJOD,11-Jan-2018,0.9544,0.9594,0.9533,0.958,0
GBPJPY,11-Jan-2018,150.594,150.992,150.193,150.746,0
GBPKES,11-Jan-2018,137.2,139.6,136.9,137.3,0
GBPKRW,11-Jan-2018,1444.9,1446.5,1437.2,1442.1,0
GBPKWD,11-Jan-2018,0.4061,0.4073,0.4059,0.4073,0
GBPKZT,11-Jan-2018,445.04,445.04,440.26,440.26,0
GBPLBP,11-Jan-2018,2012.3,2012.3,1991.9,1991.9,0
GBPLKR,11-Jan-2018,204.51,207.26,202.64,202.64,0
GBPMAD,11-Jan-2018,12.321,12.323,12.295,12.3,0
GBPMUR,11-Jan-2018,43.696,43.742,43.626,43.703,0
GBPMVR,11-Jan-2018,20.546,20.5732,20.546,20.5732,0
GBPMWK,11-Jan-2018,974,974,964.1,970.2,0
GBPMXN,11-Jan-2018,26.051,26.282,25.985,26.005,0
GBPMYR,11-Jan-2018,5.4062,5.4062,5.3669,5.3839,0
GBPNGN,11-Jan-2018,487.05,487.68,485.46,487.45,0
GBPNIO,11-Jan-2018,41.856,42.091,41.431,41.431,0
GBPNOK,11-Jan-2018,10.8991,10.9089,10.8342,10.8388,0
GBPNZD,11-Jan-2018,1.8746,1.8796,1.8613,1.8653,0
GBPOMR,11-Jan-2018,0.5183,0.5195,0.5174,0.5195,0
GBPPEN,11-Jan-2018,4.3537,4.3662,4.3286,4.3286,0
GBPPGK,11-Jan-2018,4.2973,4.2973,4.2539,4.2539,0
GBPPHP,11-Jan-2018,68.101,68.111,67.729,67.981,0
GBPPKR,11-Jan-2018,149.5,149.7,149.1,149.4,0
GBPPLN,11-Jan-2018,4.7159,4.7189,4.6808,4.6856,0
GBPQAR,11-Jan-2018,4.9217,4.9217,4.9154,4.9164,0
GBPRON,11-Jan-2018,5.2405,5.2405,5.2083,5.2163,0
GBPRSD,11-Jan-2018,134.07,134.08,133.15,133.43,0
GBPRUB,11-Jan-2018,77.044,77.045,76.313,76.508,0
GBPSAR,11-Jan-2018,5.0603,5.0806,5.045,5.0723,0
GBPSCR,11-Jan-2018,17.539,17.907,17.05,17.907,0
GBPSEK,11-Jan-2018,11.0692,11.0692,10.9978,11.0004,0
GBPSGD,11-Jan-2018,1.8014,1.8014,1.7939,1.8005,0
GBPSZL,11-Jan-2018,16.704,16.704,16.496,16.496,0
GBPTHB,11-Jan-2018,43.4,43.4,43.1,43.3,0
GBPTND,11-Jan-2018,3.3301,3.3785,3.2955,3.3548,0
GBPTRY,11-Jan-2018,5.1311,5.1389,5.0985,5.111,0
GBPTTD,11-Jan-2018,8.964,8.964,8.874,8.874,0
GBPTWD,11-Jan-2018,39.962,40.083,39.822,40.058,0
GBPTZS,11-Jan-2018,2990,3037,2955,2955,0
GBPUAH,11-Jan-2018,38.125,38.125,37.916,37.916,0
GBPUGX,11-Jan-2018,4923,4923,4860,4860,0
GBPUSD,11-Jan-2018,1.351,1.3555,1.3458,1.3543,0
GBPVND,11-Jan-2018,30370,30370,30062,30062,0
GBPXAF,11-Jan-2018,741.53,741.53,737.95,737.95,0
GBPXCD,11-Jan-2018,3.6322,3.6417,3.6202,3.6401,0
GBPXPF,11-Jan-2018,134.85,135.26,133.98,134.18,0
GBPZAR,11-Jan-2018,16.7936,16.8729,16.7279,16.7525,0
GHSEUR,11-Jan-2018,0.182,0.183,0.182,0.183,0
GHSUSD,11-Jan-2018,0.2175,0.2202,0.2175,0.2202,0
GTQGBP,11-Jan-2018,0.1002,0.1012,0.1002,0.1012,0
HKDARS,11-Jan-2018,2.3821,2.3913,2.3774,2.39,0
HKDAUD,11-Jan-2018,0.163,0.1631,0.1619,0.1621,0
HKDBRL,11-Jan-2018,0.4123,0.4131,0.4106,0.4106,0
HKDCAD,11-Jan-2018,0.1604,0.1609,0.16,0.1601,0
HKDCHF,11-Jan-2018,0.125,0.1254,0.1244,0.1247,0
HKDCNY,11-Jan-2018,0.8309,0.8319,0.8259,0.8291,0
HKDDKK,11-Jan-2018,0.7962,0.7977,0.7895,0.7903,0
HKDEUR,11-Jan-2018,0.1069,0.1071,0.106,0.1061,0
HKDGBP,11-Jan-2018,0.0946,0.095,0.0943,0.0944,0
HKDIDR,11-Jan-2018,1700.1,1715.4,1674.7,1674.7,0
HKDINR,11-Jan-2018,8.1256,8.146,8.1226,8.1322,0
HKDJPY,11-Jan-2018,14.233,14.298,14.193,14.227,0
HKDKRW,11-Jan-2018,136.69,136.99,135.78,136.11,0
HKDMXN,11-Jan-2018,2.4651,2.4837,2.4548,2.4548,0
HKDMYR,11-Jan-2018,0.5115,0.5116,0.508,0.5082,0
HKDNZD,11-Jan-2018,0.1774,0.1779,0.1758,0.1761,0
HKDPKR,11-Jan-2018,14.147,14.151,14.141,14.141,0
HKDPLN,11-Jan-2018,0.4462,0.4471,0.4422,0.4422,0
HKDSEK,11-Jan-2018,1.0473,1.0488,1.0382,1.0382,0
HKDSGD,11-Jan-2018,0.1704,0.1707,0.1698,0.17,0
HKDTHB,11-Jan-2018,4.1029,4.1035,4.0844,4.0857,0
HKDTWD,11-Jan-2018,3.6889,3.6889,3.6496,3.6496,0
HKDUSD,11-Jan-2018,0.1278,0.1279,0.1278,0.1278,0
HKDZAR,11-Jan-2018,1.5892,1.5971,1.58,1.5824,0
HNLGBP,11-Jan-2018,0.0312,0.0314,0.0312,0.0314,0
HRKEUR,11-Jan-2018,0.1342,0.1342,0.1339,0.134,0
HRKPLN,11-Jan-2018,0.5604,0.5606,0.5582,0.5583,0
HRKUSD,11-Jan-2018,0.1605,0.1615,0.1601,0.1613,0
HTGGBP,11-Jan-2018,0.0113,0.0114,0.0113,0.0114,0
HUFARS,11-Jan-2018,0.072,0.0729,0.0719,0.0728,0
HUFCHF,11-Jan-2018,0.0038,0.0038,0.0038,0.0038,0
HUFDKK,11-Jan-2018,0.0241,0.0241,0.024,0.0241,0
HUFEUR,11-Jan-2018,0.0032,0.0032,0.0032,0.0032,0
HUFPLN,11-Jan-2018,0.0135,0.0135,0.0135,0.0135,0
HUFUSD,11-Jan-2018,0.0039,0.0039,0.0039,0.0039,0
IDRAUD,11-Jan-2018,0.0095,0.0095,0.0094,0.0095,0
IDRCAD,11-Jan-2018,0.929,0.9438,0.9275,0.9417,0
IDRCHF,11-Jan-2018,0.0073,0.0073,0.0072,0.0073,0
IDRCNY,11-Jan-2018,0.0482,0.0489,0.0481,0.0488,0
IDREUR,11-Jan-2018,0.0061,0.0062,0.0061,0.0061,0
IDRGBP,11-Jan-2018,0.0055,0.0056,0.0055,0.0056,0
IDRHKD,11-Jan-2018,0.0006,0.0006,0.0006,0.0006,0
IDRINR,11-Jan-2018,0.0047,0.0048,0.0047,0.0048,0
IDRJPY,11-Jan-2018,0.8256,0.8385,0.8238,0.8369,0
IDRKRW,11-Jan-2018,7.927,8.01,7.887,8.007,0
IDRMYR,11-Jan-2018,0.0298,0.0299,0.0297,0.0297,0
IDRNZD,11-Jan-2018,0.0103,0.0104,0.0102,0.0104,0
IDRSGD,11-Jan-2018,0.0099,0.01,0.0099,0.01,0
IDRTHB,11-Jan-2018,0.2379,0.2406,0.2368,0.2404,0
IDRTWD,11-Jan-2018,0.2138,0.2147,0.2116,0.2147,0
IDRUSD,11-Jan-2018,0.0074,0.0075,0.0074,0.0075,0
IDRZAR,11-Jan-2018,0.0921,0.0936,0.0918,0.0931,0
ILSAUD,11-Jan-2018,0.3719,0.3719,0.3703,0.3707,0
ILSCAD,11-Jan-2018,0.3658,0.3673,0.3658,0.3662,0
ILSCHF,11-Jan-2018,0.2853,0.2863,0.2847,0.2854,0
ILSJOD,11-Jan-2018,0.2071,0.2076,0.2068,0.2074,0
ILSJPY,11-Jan-2018,32.508,32.617,32.479,32.544,0
ILSPLN,11-Jan-2018,1.0189,1.0221,1.0119,1.0119,0
ILSSEK,11-Jan-2018,2.3799,2.3968,2.3739,2.3925,0
ILSUSD,11-Jan-2018,0.2918,0.2925,0.2915,0.2924,0
INRAUD,11-Jan-2018,0.02,0.02,0.0199,0.0199,0
INRCAD,11-Jan-2018,0.0197,0.0197,0.0197,0.0197,0
INRCHF,11-Jan-2018,0.0154,0.0154,0.0153,0.0153,0
INRCNY,11-Jan-2018,0.1022,0.1023,0.1014,0.1018,0
INREUR,11-Jan-2018,0.0131,0.0132,0.013,0.013,0
INRGBP,11-Jan-2018,0.0116,0.0117,0.0116,0.0116,0
INRHKD,11-Jan-2018,0.1229,0.1234,0.1226,0.1228,0
INRJPY,11-Jan-2018,1.751,1.755,1.744,1.747,0
INRKRW,11-Jan-2018,16.805,16.816,16.677,16.72,0
INRMYR,11-Jan-2018,0.0628,0.0628,0.0624,0.0624,0
INRNZD,11-Jan-2018,0.0218,0.0218,0.0216,0.0216,0
INRPKR,11-Jan-2018,1.7373,1.7379,1.7363,1.7363,0
INRSEK,11-Jan-2018,0.1288,0.1288,0.1275,0.1275,0
INRTHB,11-Jan-2018,0.5044,0.5045,0.5018,0.5018,0
INRTWD,11-Jan-2018,0.4535,0.4535,0.4483,0.4483,0
INRUSD,11-Jan-2018,0.0157,0.0157,0.0157,0.0157,0
INRZAR,11-Jan-2018,0.1954,0.1962,0.1942,0.1944,0
IQDGBP,11-Jan-2018,0.0006,0.0006,0.0006,0.0006,0
ISKCHF,11-Jan-2018,0.0093,0.0093,0.0093,0.0093,0
ISKDKK,11-Jan-2018,0.0593,0.0593,0.0592,0.0592,0
ISKGBP,11-Jan-2018,0.0071,0.0071,0.0071,0.0071,0
ISKNOK,11-Jan-2018,0.0769,0.077,0.0767,0.0768,0
ISKSEK,11-Jan-2018,0.0781,0.0781,0.0779,0.0779,0
JMDGBP,11-Jan-2018,0.0059,0.0059,0.0059,0.0059,0
JODAED,11-Jan-2018,5.1778,5.1781,5.1706,5.1706,0
JODILS,11-Jan-2018,4.8243,4.8322,4.8142,4.8172,0
JODUSD,11-Jan-2018,1.4053,1.4059,1.4035,1.4035,0
JPYAED,11-Jan-2018,0.033,0.0331,0.0329,0.033,0
JPYARS,11-Jan-2018,0.1673,0.1684,0.1666,0.168,0
JPYAUD,11-Jan-2018,0.0114,0.0114,0.0114,0.0114,0
JPYBRL,11-Jan-2018,0.029,0.029,0.0289,0.0289,0
JPYCAD,11-Jan-2018,0.0113,0.0113,0.0112,0.0113,0
JPYCHF,11-Jan-2018,0.8779,0.8789,0.8733,0.8766,0
JPYCLP,11-Jan-2018,5.4608,5.4646,5.4293,5.4361,0
JPYCNY,11-Jan-2018,0.0583,0.0584,0.0581,0.0583,0
JPYCZK,11-Jan-2018,0.1917,0.1917,0.19,0.1901,0
JPYDKK,11-Jan-2018,0.0557,0.0557,0.0553,0.0554,0
JPYEUR,11-Jan-2018,0.0075,0.0075,0.0074,0.0075,0
JPYGBP,11-Jan-2018,0.0066,0.0066,0.0066,0.0066,0
JPYHKD,11-Jan-2018,0.0703,0.0704,0.07,0.0703,0
JPYIDR,11-Jan-2018,119.38,120.64,117.5,117.75,0
JPYILS,11-Jan-2018,0.0307,0.0308,0.0306,0.0307,0
JPYINR,11-Jan-2018,0.5707,0.5728,0.5691,0.5716,0
JPYISK,11-Jan-2018,0.934,0.9357,0.934,0.9357,0
JPYKRW,11-Jan-2018,9.5986,9.5986,9.5374,9.5682,0
JPYMXN,11-Jan-2018,0.173,0.1739,0.1723,0.1727,0
JPYMYR,11-Jan-2018,0.0359,0.0359,0.0357,0.0357,0
JPYNOK,11-Jan-2018,0.0723,0.0723,0.0717,0.0718,0
JPYNZD,11-Jan-2018,0.0125,0.0125,0.0124,0.0124,0
JPYPKR,11-Jan-2018,0.9901,0.9915,0.9897,0.9914,0
JPYPLN,11-Jan-2018,0.0313,0.0313,0.0311,0.0311,0
JPYRUB,11-Jan-2018,0.5119,0.5119,0.507,0.5077,0
JPYSEK,11-Jan-2018,0.0734,0.0734,0.0728,0.0729,0
JPYTHB,11-Jan-2018,0.2881,0.2881,0.2863,0.2871,0
JPYTWD,11-Jan-2018,0.2591,0.2591,0.2566,0.2566,0
JPYUSD,11-Jan-2018,0.009,0.009,0.0089,0.009,0
JPYZAR,11-Jan-2018,0.1116,0.1121,0.111,0.1112,0
KESEUR,11-Jan-2018,0.008,0.008,0.0079,0.0079,0
KESUSD,11-Jan-2018,0.0096,0.0096,0.0095,0.0095,0
KESZAR,11-Jan-2018,0.1186,0.119,0.1182,0.1182,0
KMFUSD,11-Jan-2018,0.0024,0.0024,0.0024,0.0024,0
KRWAUD,11-Jan-2018,0.1191,0.1194,0.1183,0.1189,0
KRWBRL,11-Jan-2018,0.003,0.003,0.003,0.003,0
KRWCAD,11-Jan-2018,0.1171,0.1179,0.1169,0.1175,0
KRWCHF,11-Jan-2018,0.0913,0.0917,0.0913,0.0915,0
KRWCNY,11-Jan-2018,0.6072,0.6109,0.6066,0.6083,0
KRWEUR,11-Jan-2018,0.078,0.0782,0.0779,0.0779,0
KRWGBP,11-Jan-2018,0.0692,0.0695,0.0691,0.0693,0
KRWHKD,11-Jan-2018,0.7306,0.7354,0.7293,0.7337,0
KRWIDR,11-Jan-2018,12.4254,12.5832,12.2961,12.3027,0
KRWINR,11-Jan-2018,5.9562,5.9892,5.9445,5.9719,0
KRWJPY,11-Jan-2018,10.408,10.474,10.407,10.44,0
KRWMYR,11-Jan-2018,0.3737,0.3748,0.3717,0.3729,0
KRWNZD,11-Jan-2018,0.1296,0.1299,0.129,0.1291,0
KRWRUB,11-Jan-2018,0.0533,0.0534,0.0529,0.053,0
KRWSEK,11-Jan-2018,0.0077,0.0077,0.0076,0.0076,0
KRWSGD,11-Jan-2018,0.0013,0.0013,0.0012,0.0013,0
KRWTHB,11-Jan-2018,2.9982,3.0057,2.9839,2.9979,0
KRWTWD,11-Jan-2018,2.6944,2.7014,2.6771,2.6777,0
KRWUSD,11-Jan-2018,0.0933,0.0939,0.0931,0.0937,0
KRWZAR,11-Jan-2018,1.1611,1.1697,1.1579,1.1614,0
KWDAED,11-Jan-2018,12.171,12.183,12.161,12.168,0
KWDGBP,11-Jan-2018,2.4491,2.4506,2.4415,2.4415,0
KWDPKR,11-Jan-2018,366.93,367.17,366.73,366.73,0
KWDUSD,11-Jan-2018,3.3085,3.3085,3.3054,3.3055,0
KZTGBP,11-Jan-2018,0.0022,0.0022,0.0022,0.0022,0
LBPUSD,11-Jan-2018,0.0006,0.0007,0.0006,0.0007,0
LKRUSD,11-Jan-2018,0.0064,0.0064,0.0064,0.0064,0
LRDUSD,11-Jan-2018,0.0079,0.0079,0.0079,0.0079,0
LTLPLN,11-Jan-2018,1.2088,1.2099,1.2065,1.2067,0
MADGBP,11-Jan-2018,0.0769,0.0771,0.0769,0.0771,0
MADUSD,11-Jan-2018,0.1039,0.1044,0.1038,0.1044,0
MDLEUR,11-Jan-2018,0.0488,0.049,0.0484,0.0485,0
MDLUSD,11-Jan-2018,0.0583,0.0584,0.0583,0.0584,0
MKDUSD,11-Jan-2018,0.0193,0.0194,0.0192,0.0194,0
MUREUR,11-Jan-2018,0.024,0.024,0.0239,0.0239,0
MURGBP,11-Jan-2018,0.0212,0.0213,0.0212,0.0212,0
MURUSD,11-Jan-2018,0.0287,0.0288,0.0287,0.0288,0
MURZAR,11-Jan-2018,0.3566,0.3573,0.356,0.356,0
MVRUSD,11-Jan-2018,0.0641,0.0641,0.0641,0.0641,0
MWKGBP,11-Jan-2018,0.001,0.001,0.001,0.001,0
MXNARS,11-Jan-2018,0.9663,0.9718,0.9607,0.9718,0
MXNAUD,11-Jan-2018,0.0661,0.0661,0.0653,0.066,0
MXNBRL,11-Jan-2018,0.1672,0.1673,0.1664,0.1667,0
MXNCAD,11-Jan-2018,0.065,0.0652,0.0646,0.0652,0
MXNCHF,11-Jan-2018,0.0507,0.0509,0.0501,0.0508,0
MXNCZK,11-Jan-2018,1.1068,1.1095,1.0911,1.1004,0
MXNDKK,11-Jan-2018,0.3229,0.3236,0.3184,0.3217,0
MXNEUR,11-Jan-2018,0.0434,0.0435,0.0428,0.0432,0
MXNGBP,11-Jan-2018,0.0384,0.0385,0.038,0.0384,0
MXNHKD,11-Jan-2018,0.4055,0.4071,0.4025,0.4071,0
MXNJPY,11-Jan-2018,5.774,5.803,5.734,5.791,0
MXNSGD,11-Jan-2018,0.0692,0.0692,0.0685,0.0692,0
MXNUSD,11-Jan-2018,0.0518,0.052,0.0515,0.052,0
MXNZAR,11-Jan-2018,0.6442,0.6469,0.64,0.6441,0
MYRAUD,11-Jan-2018,0.3169,0.3204,0.3155,0.3204,0
MYRCAD,11-Jan-2018,0.3118,0.3165,0.3117,0.3165,0
MYRCHF,11-Jan-2018,0.2432,0.2467,0.2432,0.2467,0
MYRCNH,11-Jan-2018,1.631,1.631,1.63,1.63,0
MYRCNY,11-Jan-2018,1.6165,1.639,1.6157,1.639,0
MYRDKK,11-Jan-2018,1.5552,1.5631,1.546,1.5539,0
MYREUR,11-Jan-2018,0.2088,0.21,0.2078,0.2087,0
MYRGBP,11-Jan-2018,0.1841,0.1867,0.184,0.1867,0
MYRHKD,11-Jan-2018,1.945,1.9784,1.9424,1.9784,0
MYRIDR,11-Jan-2018,3308.5,3370.3,3289.5,3313.4,0
MYRINR,11-Jan-2018,15.807,16.088,15.799,16.088,0
MYRJPY,11-Jan-2018,27.7,28.131,27.7,28.131,0
MYRKRW,11-Jan-2018,265.88,269.14,265.77,269.14,0
MYRNZD,11-Jan-2018,0.3466,0.3486,0.3458,0.3459,0
MYRPKR,11-Jan-2018,27.615,27.775,27.615,27.758,0
MYRSGD,11-Jan-2018,0.3316,0.3361,0.3312,0.3361,0
MYRTHB,11-Jan-2018,7.9817,8.0782,7.9537,8.0782,0
MYRTWD,11-Jan-2018,7.1925,7.1937,7.1795,7.1795,0
MYRUSD,11-Jan-2018,0.2496,0.2513,0.2496,0.2512,0
MYRZAR,11-Jan-2018,3.0916,3.1335,3.0821,3.1291,0
NGNGBP,11-Jan-2018,0.0021,0.0021,0.0021,0.0021,0
NGNJPY,11-Jan-2018,0.309,0.3102,0.3086,0.3092,0
NIOGBP,11-Jan-2018,0.0239,0.0241,0.0238,0.0241,0
NOKCAD,11-Jan-2018,0.1554,0.1566,0.1554,0.1564,0
NOKCHF,11-Jan-2018,12.115,12.186,12.113,12.183,0
NOKCNH,11-Jan-2018,0.806,0.809,0.806,0.809,0
NOKDKK,11-Jan-2018,0.7717,0.7735,0.7691,0.7723,0
NOKEUR,11-Jan-2018,0.1036,0.1039,0.1032,0.1037,0
NOKGBP,11-Jan-2018,0.0917,0.0923,0.0917,0.0922,0
NOKINR,11-Jan-2018,7.897,7.9536,7.8825,7.9478,0
NOKISK,11-Jan-2018,12.9206,12.962,12.8922,12.9519,0
NOKJPY,11-Jan-2018,13.7974,13.9084,13.7974,13.8969,0
NOKPLN,11-Jan-2018,0.4326,0.4337,0.4313,0.432,0
NOKSEK,11-Jan-2018,1.015,1.0163,1.0129,1.014,0
NOKUSD,11-Jan-2018,0.1239,0.1249,0.1237,0.1249,0
NOKZAR,11-Jan-2018,1.5408,1.5552,1.5389,1.5456,0
NZDAED,11-Jan-2018,2.6434,2.6667,2.6412,2.6667,0
NZDAUD,11-Jan-2018,0.9184,0.9212,0.9128,0.9206,0
NZDCAD,11-Jan-2018,0.9037,0.9113,0.9016,0.9089,0
NZDCHF,11-Jan-2018,0.7047,0.7093,0.7028,0.7084,0
NZDCNH,11-Jan-2018,4.685,4.709,4.685,4.705,0
NZDCNY,11-Jan-2018,4.6824,4.7117,4.6782,4.7106,0
NZDCZK,11-Jan-2018,15.386,15.441,15.309,15.357,0
NZDDKK,11-Jan-2018,4.4882,4.5065,4.4679,4.4885,0
NZDEUR,11-Jan-2018,0.6027,0.6051,0.6001,0.6029,0
NZDGBP,11-Jan-2018,0.5332,0.5369,0.532,0.5361,0
NZDHKD,11-Jan-2018,5.6362,5.6873,5.6193,5.6792,0
NZDHUF,11-Jan-2018,186.26,186.96,185.44,185.91,0
NZDIDR,11-Jan-2018,9584.6,9734.9,9477.9,9532.4,0
NZDINR,11-Jan-2018,45.797,46.246,45.708,46.207,0
NZDJPY,11-Jan-2018,80.279,80.895,80.213,80.792,0
NZDKRW,11-Jan-2018,770.39,773.7,768.83,773.55,0
NZDMXN,11-Jan-2018,13.8991,14.0433,13.8537,13.9454,0
NZDMYR,11-Jan-2018,2.883,2.8899,2.8656,2.8881,0
NZDNOK,11-Jan-2018,5.8144,5.8336,5.7861,5.8128,0
NZDPHP,11-Jan-2018,36.301,36.48,36.165,36.48,0
NZDPKR,11-Jan-2018,79.484,79.888,79.484,79.876,0
NZDPLN,11-Jan-2018,2.5155,2.5273,2.5033,2.511,0
NZDSEK,11-Jan-2018,5.904,5.9216,5.8793,5.8976,0
NZDSGD,11-Jan-2018,0.9612,0.9664,0.9578,0.9652,0
NZDTHB,11-Jan-2018,23.144,23.251,23.019,23.232,0
NZDTRY,11-Jan-2018,2.7372,2.747,2.7224,2.7386,0
NZDTWD,11-Jan-2018,20.785,20.785,20.751,20.751,0
NZDUSD,11-Jan-2018,0.7206,0.7271,0.7182,0.726,0
NZDZAR,11-Jan-2018,8.9574,9.0256,8.9188,8.9862,0
OMRAED,11-Jan-2018,9.536,9.5362,9.5348,9.5351,0
OMRGBP,11-Jan-2018,1.9166,1.9208,1.9123,1.9123,0
OMRPKR,11-Jan-2018,287.51,287.61,287.33,287.33,0
OMRUSD,11-Jan-2018,2.5894,2.5894,2.5888,2.5889,0
OMRZAR,11-Jan-2018,32.2761,32.456,32.0986,32.124,0
PENGBP,11-Jan-2018,0.2297,0.231,0.229,0.231,0
PGKGBP,11-Jan-2018,0.2233,0.2255,0.2233,0.2255,0
PHPAUD,11-Jan-2018,0.0252,0.0252,0.0251,0.0251,0
PHPDKK,11-Jan-2018,0.123,0.1238,0.1225,0.1226,0
