Symbol,Date,Open,High,Low,Close,Volume
PHPGBP,11-Jan-2018,0.0146,0.0147,0.0146,0.0146,0
PHPJPY,11-Jan-2018,2.1993,2.2174,2.1993,2.2045,0
PHPNZD,11-Jan-2018,0.0274,0.0276,0.0273,0.0273,0
PHPUSD,11-Jan-2018,0.0198,0.0199,0.0198,0.0199,0
PKRGBP,11-Jan-2018,0.0067,0.0067,0.0066,0.0066,0
PKRJPY,11-Jan-2018,1.0091,1.0095,1.0069,1.0069,0
PKRZAR,11-Jan-2018,0.1118,0.1129,0.1114,0.1127,0
PLNCHF,11-Jan-2018,0.2799,0.2819,0.2798,0.2819,0
PLNCOP,11-Jan-2018,836.37,836.98,824.9,826.6,0
PLNCZK,11-Jan-2018,6.114,6.118,6.105,6.116,0
PLNDKK,11-Jan-2018,1.7828,1.7868,1.781,1.7865,0
PLNEUR,11-Jan-2018,0.2394,0.2399,0.2392,0.2399,0
PLNGBP,11-Jan-2018,0.2119,0.2134,0.2118,0.2134,0
PLNHUF,11-Jan-2018,74.023,74.127,73.913,74.06,0
PLNILS,11-Jan-2018,0.9806,0.9879,0.9781,0.9877,0
PLNJPY,11-Jan-2018,31.878,32.166,31.878,32.15,0
PLNNOK,11-Jan-2018,2.3101,2.317,2.3041,2.3134,0
PLNRUB,11-Jan-2018,16.3346,16.407,16.274,16.3347,0
PLNSEK,11-Jan-2018,2.346,2.3525,2.3405,2.347,0
PLNUSD,11-Jan-2018,0.2863,0.2889,0.2858,0.2889,0
QARAED,11-Jan-2018,1.0038,1.0161,1.0028,1.0161,0
QARGBP,11-Jan-2018,0.2031,0.2033,0.2031,0.2032,0
QARPKR,11-Jan-2018,30.38,30.4,30.34,30.34,0
QARUSD,11-Jan-2018,0.2746,0.2746,0.2746,0.2746,0
QARZAR,11-Jan-2018,3.4002,3.451,3.3897,3.4275,0
RONCHF,11-Jan-2018,0.2516,0.253,0.2516,0.2527,0
RONGBP,11-Jan-2018,0.1906,0.1918,0.1906,0.1915,0
RONPLN,11-Jan-2018,0.8993,0.9003,0.8975,0.8975,0
RONUSD,11-Jan-2018,0.2574,0.2594,0.2569,0.2592,0
RSDUSD,11-Jan-2018,0.0101,0.0101,0.0101,0.0101,0
RUBCHF,11-Jan-2018,0.0171,0.0173,0.0171,0.0173,0
RUBGBP,11-Jan-2018,0.013,0.0131,0.0129,0.0131,0
RUBJPY,11-Jan-2018,1.951,1.9704,1.951,1.9677,0
RUBKRW,11-Jan-2018,18.741,18.879,18.713,18.848,0
RUBPLN,11-Jan-2018,0.0612,0.0614,0.0609,0.0612,0
RUBUSD,11-Jan-2018,0.0175,0.0177,0.0175,0.0177,0
SAREUR,11-Jan-2018,0.2229,0.2233,0.221,0.2213,0
SARPKR,11-Jan-2018,29.512,29.517,29.497,29.497,0
SARUSD,11-Jan-2018,0.2664,0.2666,0.2663,0.2663,0
SCRGBP,11-Jan-2018,0.0505,0.0519,0.0496,0.0496,0
SCRUSD,11-Jan-2018,0.0682,0.07,0.0672,0.0672,0
SEKAUD,11-Jan-2018,0.1555,0.1562,0.1548,0.156,0
SEKCAD,11-Jan-2018,0.1531,0.1544,0.153,0.1541,0
SEKCHF,11-Jan-2018,11.93,12.01,11.9,12.01,0
SEKCNH,11-Jan-2018,0.795,0.797,0.795,0.797,0
SEKCZK,11-Jan-2018,2.6062,2.6125,2.5981,2.6049,0
SEKDKK,11-Jan-2018,0.7599,0.7616,0.758,0.7611,0
SEKEUR,11-Jan-2018,0.102,0.1023,0.1018,0.1022,0
SEKGBP,11-Jan-2018,0.0903,0.0909,0.0903,0.0909,0
SEKILS,11-Jan-2018,0.4178,0.4204,0.4173,0.4204,0
SEKINR,11-Jan-2018,7.7745,7.8411,7.7636,7.8301,0
SEKISK,11-Jan-2018,12.722,12.766,12.707,12.765,0
SEKJPY,11-Jan-2018,13.5864,13.707,13.5864,13.691,0
SEKNOK,11-Jan-2018,0.9842,0.9867,0.9831,0.9849,0
SEKPLN,11-Jan-2018,0.426,0.4269,0.4248,0.4257,0
SEKUSD,11-Jan-2018,0.122,0.1231,0.122,0.123,0
SEKZAR,11-Jan-2018,1.517,1.5329,1.5152,1.5237,0
SGDAED,11-Jan-2018,2.751,2.762,2.751,2.762,0
SGDARS,11-Jan-2018,13.9687,14.0732,13.9609,14.0639,0
SGDAUD,11-Jan-2018,0.9556,0.956,0.9509,0.9537,0
SGDBRL,11-Jan-2018,2.4173,2.4263,2.4161,2.4163,0
SGDCAD,11-Jan-2018,0.9407,0.9439,0.9401,0.9418,0
SGDCHF,11-Jan-2018,0.7332,0.7354,0.7317,0.7339,0
SGDCNH,11-Jan-2018,4.892,4.892,4.888,4.888,0
SGDCNY,11-Jan-2018,4.8722,4.8883,4.86,4.8776,0
SGDDKK,11-Jan-2018,4.6694,4.6777,4.6433,4.6504,0
SGDEUR,11-Jan-2018,0.627,0.6281,0.6235,0.6245,0
SGDGBP,11-Jan-2018,0.5548,0.5573,0.5548,0.5554,0
SGDHKD,11-Jan-2018,5.8639,5.8851,5.8576,5.8845,0
SGDIDR,11-Jan-2018,9972.5,10085.8,9848.1,9865.1,0
SGDINR,11-Jan-2018,47.651,47.878,47.651,47.853,0
SGDJPY,11-Jan-2018,83.553,83.88,83.51,83.699,0
SGDKRW,11-Jan-2018,801.68,803.26,799.02,800.95,0
SGDMXN,11-Jan-2018,14.4551,14.5901,14.4342,14.4463,0
SGDMYR,11-Jan-2018,2.9991,3.0023,2.9882,2.9906,0
SGDNZD,11-Jan-2018,1.04,1.0436,1.0343,1.0358,0
SGDPKR,11-Jan-2018,82.93,83.092,82.93,83.058,0
SGDPLN,11-Jan-2018,2.6173,2.623,2.6017,2.6017,0
SGDSEK,11-Jan-2018,6.1425,6.1526,6.1098,6.111,0
SGDTHB,11-Jan-2018,24.058,24.06,23.967,24.051,0
SGDTWD,11-Jan-2018,22.244,22.278,22.053,22.09,0
SGDUSD,11-Jan-2018,0.7497,0.7523,0.7488,0.7521,0
SGDZAR,11-Jan-2018,9.3184,9.3716,9.3008,9.309,0
SHPUSD,11-Jan-2018,1.3506,1.353,1.3506,1.353,0
SLLUSD,11-Jan-2018,0.0001,0.0001,0.0001,0.0001,0
SZLCHF,11-Jan-2018,0.077,0.078,0.077,0.078,0
SZLEUR,11-Jan-2018,0.0659,0.0664,0.0659,0.0664,0
SZLGBP,11-Jan-2018,0.0583,0.059,0.0583,0.059,0
SZLUSD,11-Jan-2018,0.0787,0.0799,0.0787,0.0799,0
THBAUD,11-Jan-2018,0.0397,0.0397,0.0395,0.0396,0
THBCAD,11-Jan-2018,0.0391,0.0393,0.0391,0.0391,0
THBCHF,11-Jan-2018,0.0305,0.0307,0.0304,0.0305,0
THBCNY,11-Jan-2018,0.2024,0.2033,0.2019,0.2027,0
THBEUR,11-Jan-2018,0.026,0.0262,0.0259,0.0259,0
THBGBP,11-Jan-2018,0.023,0.0232,0.023,0.0231,0
THBHKD,11-Jan-2018,0.2435,0.2447,0.2434,0.2443,0
THBIDR,11-Jan-2018,414.13,419.006,409.578,409.92,0
THBINR,11-Jan-2018,1.9844,1.9933,1.9844,1.9897,0
THBJPY,11-Jan-2018,3.4677,3.4899,3.4674,3.4786,0
THBKRW,11-Jan-2018,33.281,33.441,33.206,33.287,0
THBMYR,11-Jan-2018,0.1246,0.1249,0.1242,0.1243,0
THBNZD,11-Jan-2018,0.0432,0.0434,0.043,0.043,0
THBPKR,11-Jan-2018,3.4399,3.4577,3.4399,3.4559,0
THBSGD,11-Jan-2018,0.0415,0.0417,0.0415,0.0415,0
THBTWD,11-Jan-2018,0.8982,0.8982,0.8924,0.8924,0
THBUSD,11-Jan-2018,0.0311,0.0313,0.0311,0.0312,0
THBZAR,11-Jan-2018,0.387,0.3901,0.3866,0.3875,0
TNDGBP,11-Jan-2018,0.2995,0.3026,0.295,0.2984,0
TNDUSD,11-Jan-2018,0.4044,0.4091,0.3916,0.4047,0
TRYCHF,11-Jan-2018,0.2572,0.2592,0.2567,0.2586,0
TRYDKK,11-Jan-2018,1.6382,1.6473,1.6293,1.6392,0
TRYJPY,11-Jan-2018,29.302,29.515,29.302,29.49,0
TRYPLN,11-Jan-2018,0.9185,0.9228,0.9135,0.917,0
TRYUSD,11-Jan-2018,0.2631,0.2653,0.2627,0.2649,0
TRYZAR,11-Jan-2018,3.2697,3.2994,3.2688,3.2787,0
TTDGBP,11-Jan-2018,0.1075,0.1086,0.1075,0.1086,0
TWDAUD,11-Jan-2018,0.0429,0.0433,0.0427,0.0432,0
TWDCAD,11-Jan-2018,0.0423,0.0428,0.0422,0.0426,0
TWDCHF,11-Jan-2018,0.033,0.0333,0.033,0.0332,0
TWDCNY,11-Jan-2018,0.219,0.2214,0.2188,0.2207,0
TWDDKK,11-Jan-2018,0.2041,0.2048,0.2041,0.2048,0
TWDGBP,11-Jan-2018,0.0249,0.0252,0.0249,0.0251,0
TWDHKD,11-Jan-2018,0.2636,0.2667,0.263,0.2664,0
TWDIDR,11-Jan-2018,448.24,456.16,446.11,446.31,0
TWDINR,11-Jan-2018,2.1542,2.1552,2.1492,2.151,0
TWDJPY,11-Jan-2018,3.753,3.797,3.753,3.789,0
TWDKRW,11-Jan-2018,36.021,36.251,35.936,36.245,0
TWDMYR,11-Jan-2018,0.1352,0.1352,0.1343,0.1343,0
TWDNZD,11-Jan-2018,0.0469,0.047,0.0465,0.0465,0
TWDPKR,11-Jan-2018,3.7388,3.7408,3.7383,3.7383,0
TWDSEK,11-Jan-2018,0.276,0.2778,0.2754,0.2766,0
TWDSGD,11-Jan-2018,0.0449,0.0453,0.0448,0.0453,0
TWDTHB,11-Jan-2018,1.0814,1.0896,1.0764,1.0882,0
TWDUSD,11-Jan-2018,0.0338,0.0338,0.0337,0.0338,0
TWDZAR,11-Jan-2018,0.4188,0.4243,0.4176,0.4214,0
TZSZAR,11-Jan-2018,0.0055,0.0056,0.0055,0.0056,0
UAHDKK,11-Jan-2018,0.217,0.2171,0.217,0.2171,0
UAHEUR,11-Jan-2018,0.0291,0.0292,0.0291,0.0292,0
UAHPLN,11-Jan-2018,0.1227,0.1228,0.1225,0.1225,0
UAHUSD,11-Jan-2018,0.0348,0.0351,0.0348,0.0351,0
USDAED,11-Jan-2018,3.672,3.6725,3.672,3.672,0
USDAFN,11-Jan-2018,69.835,69.889,69.379,69.379,0
USDALL,11-Jan-2018,110.624,111.136,108.76,108.76,0
USDAMD,11-Jan-2018,462.18,462.18,455.38,455.38,0
USDARS,11-Jan-2018,18.6328,18.7062,18.5692,18.6967,0
USDAUD,11-Jan-2018,1.2751,1.2758,1.2663,1.2681,0
USDAWG,11-Jan-2018,1.78,1.781,1.78,1.781,0
USDBDT,11-Jan-2018,81.739,82.15,81.017,81.017,0
USDBGN,11-Jan-2018,1.626,1.6359,1.6184,1.6188,0
USDBHD,11-Jan-2018,0.3745,0.3745,0.3731,0.3743,0
USDBIF,11-Jan-2018,1742.7,1744.6,1721.1,1721.1,0
USDBMD,11-Jan-2018,1,1,1,1,0
USDBND,11-Jan-2018,1.317,1.3344,1.302,1.302,0
USDBOB,11-Jan-2018,6.8003,6.8141,6.6909,6.6909,0
USDBRL,11-Jan-2018,3.2265,3.2357,3.2121,3.2138,0
USDBWP,11-Jan-2018,9.799,9.803,9.6731,9.6731,0
USDBZD,11-Jan-2018,1.9777,1.9777,1.9531,1.9531,0
USDCAD,11-Jan-2018,1.2554,1.259,1.2516,1.2528,0
USDCDF,11-Jan-2018,1570.1,1571,1570.1,1570.9,0
USDCHF,11-Jan-2018,0.978,0.9816,0.9732,0.9758,0
USDCLP,11-Jan-2018,608.16,609,604.92,605.12,0
USDCNH,11-Jan-2018,6.5223,6.5258,6.4865,6.4921,0
USDCNY,11-Jan-2018,6.5085,6.5199,6.4632,6.4942,0
USDCOP,11-Jan-2018,2882.4,2884.5,2875.5,2875.5,0
USDCRC,11-Jan-2018,557.78,557.78,550.82,550.82,0
USDCUP,11-Jan-2018,0.98,0.98,0.9671,0.9671,0
USDCVE,11-Jan-2018,92.276,92.276,91.615,91.615,0
USDCZK,11-Jan-2018,21.3597,21.4154,21.1562,21.1562,0
USDDJF,11-Jan-2018,177.59,177.97,177.59,177.89,0
USDDKK,11-Jan-2018,6.2295,6.2421,6.1756,6.1833,0
USDDOP,11-Jan-2018,47.938,47.987,47.423,47.423,0
USDDZD,11-Jan-2018,114.38,114.701,114.129,114.177,0
USDEGP,11-Jan-2018,17.691,17.7182,17.6547,17.6805,0
USDETB,11-Jan-2018,27.326,27.326,26.987,26.987,0
USDEUR,11-Jan-2018,0.8362,0.8382,0.8294,0.8303,0
USDFJD,11-Jan-2018,2.0244,2.0244,2.0137,2.0144,0
USDGBP,11-Jan-2018,0.7403,0.743,0.7377,0.7385,0
USDGEL,11-Jan-2018,2.554,2.554,2.544,2.544,0
USDGHS,11-Jan-2018,4.5555,4.5555,4.4993,4.4993,0
USDGMD,11-Jan-2018,47.38,47.38,47.36,47.36,0
USDGNF,11-Jan-2018,8933.4,8945.7,8880.1,8880.1,0
USDGTQ,11-Jan-2018,7.2197,7.2197,7.1302,7.1302,0
USDHKD,11-Jan-2018,7.8217,7.8251,7.8217,7.8236,0
USDHNL,11-Jan-2018,23.289,23.325,23.065,23.065,0
USDHRK,11-Jan-2018,6.2292,6.2374,6.1856,6.1934,0
USDHTG,11-Jan-2018,64.905,64.905,64.044,64.044,0
USDHUF,11-Jan-2018,258.591,259.156,256.036,256.265,0
USDIDR,11-Jan-2018,13410,13424,13162,13162,0
USDILS,11-Jan-2018,3.4257,3.4281,3.405,3.4075,0
USDINR,11-Jan-2018,63.7599,63.8392,63.6392,63.6778,0
USDIQD,11-Jan-2018,1165.3,1170,1165.3,1170,0
USDIRR,11-Jan-2018,36129,36214,36129,36214,0
USDISK,11-Jan-2018,104.393,104.599,103.677,103.796,0
USDJOD,11-Jan-2018,0.7068,0.7075,0.7068,0.7075,0
USDJPY,11-Jan-2018,111.392,111.873,111.043,111.333,0
USDKES,11-Jan-2018,101.462,101.462,101.307,101.435,0
USDKHR,11-Jan-2018,3956.2,3974.6,3940,3974.6,0
USDKMF,11-Jan-2018,410.6,411.5,409.8,409.8,0
USDKRW,11-Jan-2018,1069.93,1073.07,1062.18,1065.22,0
USDKWD,11-Jan-2018,0.3009,0.3012,0.3007,0.3012,0
USDKZT,11-Jan-2018,329.45,329.56,325.19,325.19,0
USDLAK,11-Jan-2018,8109.74,8142.44,8109,8142.44,0
USDLBP,11-Jan-2018,1494.7,1510,1471.1,1471.1,0
USDLKR,11-Jan-2018,151.59,153.67,149.66,149.66,0
USDLRD,11-Jan-2018,125,125.25,125,125.25,0
USDLSL,11-Jan-2018,12.44,12.45,12.44,12.4441,0
USDLYD,11-Jan-2018,1.3312,1.3366,1.3236,1.3236,0
USDMAD,11-Jan-2018,9.3466,9.3531,9.2337,9.3016,0
USDMDL,11-Jan-2018,16.939,16.939,16.705,16.705,0
USDMKD,11-Jan-2018,51.127,51.286,50.774,50.829,0
USDMMK,11-Jan-2018,1337.9,1337.9,1323.9,1323.9,0
USDMOP,11-Jan-2018,7.928,7.928,7.83,7.83,0
USDMRO,11-Jan-2018,347.83,352.08,347.83,352.08,0
USDMUR,11-Jan-2018,32.347,32.442,32.277,32.277,0
USDMVR,11-Jan-2018,15.21,15.21,15.2,15.2,0
USDMWK,11-Jan-2018,712.37,717.8,712.37,716.53,0
USDMXN,11-Jan-2018,19.2795,19.4322,19.2066,19.2066,0
USDMYR,11-Jan-2018,4.0016,4.0016,3.9749,3.976,0
USDNAD,11-Jan-2018,12.3857,12.4425,12.3857,12.4353,0
USDNGN,11-Jan-2018,359.69,359.69,355.28,355.28,0
USDNIO,11-Jan-2018,30.558,30.6026,30.178,30.178,0
USDNOK,11-Jan-2018,8.0703,8.0843,8.0046,8.0046,0
USDNPR,11-Jan-2018,100.8,100.8,99.653,99.653,0
USDNZD,11-Jan-2018,1.3874,1.392,1.3751,1.3774,0
USDOMR,11-Jan-2018,0.3837,0.3838,0.3837,0.3838,0
USDPAB,11-Jan-2018,0.9838,0.9838,0.9715,0.9715,0
USDPEN,11-Jan-2018,3.2179,3.2214,3.1299,3.1299,0
USDPGK,11-Jan-2018,3.1606,3.1606,3.1417,3.1417,0
USDPHP,11-Jan-2018,50.425,50.425,50.2254,50.2404,0
USDPKR,11-Jan-2018,109.9306,110.702,108.57,108.57,0
USDPLN,11-Jan-2018,3.4903,3.4983,3.4596,3.4596,0
USDPYG,11-Jan-2018,5544.4,5544.4,5475,5475,0
USDQAR,11-Jan-2018,3.5348,3.6401,3.488,3.488,0
USDRON,11-Jan-2018,3.8774,3.8836,3.848,3.8515,0
USDRSD,11-Jan-2018,98.986,99.205,98.029,98.442,0
USDRUB,11-Jan-2018,57.022,57.03,56.389,56.51,0
USDRWF,11-Jan-2018,844.64,846.43,840.22,840.22,0
USDSAR,11-Jan-2018,3.746,3.7503,3.7455,3.7462,0
USDSCR,11-Jan-2018,12.9965,13.2402,12.6258,13.2402,0
USDSDD,11-Jan-2018,700.59,700.59,691.94,691.94,0
USDSEK,11-Jan-2018,8.1941,8.2049,8.1221,8.1295,0
USDSGD,11-Jan-2018,1.3332,1.3353,1.3286,1.3297,0
USDSLL,11-Jan-2018,7650,7650,7645,7645,0
USDSOS,11-Jan-2018,544.3,547.3,540.8,540.8,0
USDSTD,11-Jan-2018,20522,20522,20522,20522,0
USDSVC,11-Jan-2018,8.5903,8.5903,8.4831,8.4831,0
USDSZL,11-Jan-2018,12.1595,12.2959,12.1595,12.184,0
USDTHB,11-Jan-2018,32.1112,32.1219,31.9561,32.0103,0
USDTND,11-Jan-2018,2.4636,2.4952,2.3799,2.4572,0
USDTRY,11-Jan-2018,3.7976,3.8057,3.7677,3.7737,0
USDTWD,11-Jan-2018,29.5928,29.6374,29.5529,29.5879,0
USDTZS,11-Jan-2018,2213.7,2241.1,2182.3,2182.3,0
USDUAH,11-Jan-2018,28.224,28.224,28.003,28.003,0
USDUYU,11-Jan-2018,28.307,28.401,27.967,27.967,0
USDUZS,11-Jan-2018,8147,8147,8046.8,8046.8,0
USDVEF,11-Jan-2018,10.0974,10.3958,10.0406,10.3958,0
USDVND,11-Jan-2018,22482,22551.88,22202,22202,0
USDXAF,11-Jan-2018,548.94,548.95,545.01,545.01,0
USDXOF,11-Jan-2018,551,551,544.99,544.99,0
USDXPF,11-Jan-2018,99.803,99.805,99.098,99.098,0
USDYER,11-Jan-2018,249.8,249.85,249.8,249.83,0
USDZAR,11-Jan-2018,12.4226,12.4965,12.3586,12.3911,0
UYUEUR,11-Jan-2018,0.0288,0.0288,0.0285,0.0286,0
UYUUSD,11-Jan-2018,0.0342,0.0345,0.0342,0.0344,0
UZSCHF,11-Jan-2018,0.0001,0.0001,0.0001,0.0001,0
VEFEUR,11-Jan-2018,0.0838,0.0838,0.0836,0.0836,0
VEFUSD,11-Jan-2018,0.099,0.099,0.0962,0.0963,0
VNDJPY,11-Jan-2018,0.0048,0.0049,0.0048,0.0049,0
VNDXAF,11-Jan-2018,0.0241,0.0242,0.0241,0.0242,0
XAGARS,11-Jan-2018,316.74,318.15,315.7,318.04,0
XAGAUD,11-Jan-2018,21.62,21.65,21.42,21.52,0
XAGBRL,11-Jan-2018,54.85,55.02,54.55,54.68,0
XAGCAD,11-Jan-2018,21.3134,21.4049,21.2247,21.3039,0
XAGCHF,11-Jan-2018,526.5584,529.4638,523.3521,525.9921,0
XAGCNY,11-Jan-2018,110.61,111.01,110.07,110.42,0
XAGEUR,11-Jan-2018,14.22,14.26,14.04,14.12,0
XAGGBP,11-Jan-2018,12.55,12.62,12.49,12.54,0
XAGHKD,11-Jan-2018,132.7929,133.1677,132.3506,132.9143,0
XAGIDR,11-Jan-2018,2285.58,2288.15,2262.93,2277.89,0
XAGINR,11-Jan-2018,1081.7,1083.26,1077.61,1080.66,0
XAGJPY,11-Jan-2018,1891.02,1900.85,1880.01,1890.11,0
XAGKRW,11-Jan-2018,181.98,182.54,180.23,181.31,0
XAGMXN,11-Jan-2018,327.9,330.13,326.78,327.14,0
XAGRUB,11-Jan-2018,969.65,971.53,957.83,961.19,0
XAGSAR,11-Jan-2018,63.73,63.9,63.55,63.78,0
XAGTRY,11-Jan-2018,64.5808,64.7392,63.9259,64.1945,0
XAGUSD,11-Jan-2018,16.98,17.029,16.938,16.992,0
XAGZAR,11-Jan-2018,210.99,212.17,209.68,210.38,0
XAUARS,11-Jan-2018,24557.3,24763.4,24532.6,24733.1,0
XAUAUD,11-Jan-2018,1679.1,1681.6,1671,1676.9,0
XAUBRL,11-Jan-2018,4253,4274.1,4248.6,4252.7,0
XAUCAD,11-Jan-2018,1652.55,1659.9,1652.55,1656.56,0
XAUCHF,11-Jan-2018,41181.46,41359.35,41127.88,41235.29,0
XAUCNY,11-Jan-2018,8574.6,8599.9,8565.8,8585.7,0
XAUEUR,11-Jan-2018,1102.05,1104.42,1095.7,1098.17,0
XAUGBP,11-Jan-2018,974.2,979.1,974.2,975.7,0
XAUHKD,11-Jan-2018,10304.385,10351.189,10300.787,10344.655,0
XAUIDR,11-Jan-2018,177201.3,177336.4,176270,177149.7,0
XAUINR,11-Jan-2018,83954.1,84228.4,83821.7,84102.7,0
XAUJPY,11-Jan-2018,146811.5,147551.6,146811.5,147183.4,0
XAUKRW,11-Jan-2018,14107.79,14139.85,14046.98,14099.32,0
XAUMXN,11-Jan-2018,25423.48,25652.99,25386.58,25426.04,0
XAUPLN,11-Jan-2018,4601.5,4614,4573.5,4578.2,0
XAURUB,11-Jan-2018,75173.31,75266.15,74585,74735.34,0
XAUSAR,11-Jan-2018,4941,4964,4935.7,4960.1,0
XAUTHB,11-Jan-2018,42297,42326,42129,42298,0
XAUTRY,11-Jan-2018,5007.46,5026.16,4987.11,4988.62,0
XAUUSD,11-Jan-2018,1317.59,1323.5,1315.67,1322.57,0
XAUZAR,11-Jan-2018,16373.2,16459.3,16342,16371.2,0
XCDGBP,11-Jan-2018,0.2725,0.2733,0.2717,0.2718,0
XPDEUR,11-Jan-2018,905.95,908.6,892.16,898.05,0
XPDGBP,11-Jan-2018,801.52,804.61,793.51,798.02,0
XPDUSD,11-Jan-2018,1085,1087.19,1073.18,1081.03,0
XPFGBP,11-Jan-2018,0.0074,0.0074,0.0074,0.0074,0
XPTEUR,11-Jan-2018,810.21,817.9,810.21,815.1,0
XPTGBP,11-Jan-2018,717.04,726.98,717.04,724.81,0
XPTUSD,11-Jan-2018,969.06,983.97,968.25,980.79,0
YERUSD,11-Jan-2018,0.004,0.004,0.004,0.004,0
ZARAED,11-Jan-2018,0.295,0.297,0.2938,0.2964,0
ZARARS,11-Jan-2018,1.4986,1.5097,1.4905,1.5097,0
ZARAUD,11-Jan-2018,0.1025,0.1025,0.1016,0.1024,0
ZARBRL,11-Jan-2018,0.2594,0.2596,0.2587,0.2592,0
ZARBWP,11-Jan-2018,0.7981,0.8002,0.786,0.7905,0
ZARCAD,11-Jan-2018,0.1009,0.1013,0.1005,0.1011,0
ZARCHF,11-Jan-2018,0.0786,0.0789,0.0781,0.0788,0
ZARCNY,11-Jan-2018,0.5226,0.524,0.521,0.5232,0
ZARCYP,11-Jan-2018,0.0394,0.0395,0.039,0.0392,0
ZARDKK,11-Jan-2018,0.5007,0.5021,0.4959,0.4987,0
ZAREUR,11-Jan-2018,0.0672,0.0674,0.0666,0.067,0
ZARGBP,11-Jan-2018,0.0595,0.0597,0.0592,0.0596,0
ZARHKD,11-Jan-2018,0.6288,0.6324,0.6257,0.6318,0
ZARIDR,11-Jan-2018,1069.5,1082.1,1052.3,1058.3,0
ZARINR,11-Jan-2018,5.1277,5.1426,5.0961,5.1398,0
ZARJPY,11-Jan-2018,8.958,8.999,8.818,8.984,0
ZARKES,11-Jan-2018,8.163,8.19,8.138,8.19,0
ZARKRW,11-Jan-2018,85.9654,86.2235,85.3926,85.9613,0
ZARMUR,11-Jan-2018,2.6019,2.6078,2.5984,2.6074,0
ZARMXN,11-Jan-2018,1.5495,1.5605,1.5445,1.5501,0
ZARMYR,11-Jan-2018,0.32,0.32,0.32,0.32,0
ZARNOK,11-Jan-2018,0.6485,0.6492,0.6426,0.6458,0
ZARNZD,11-Jan-2018,0.1115,0.112,0.1107,0.1112,0
ZAROMR,11-Jan-2018,0.0309,0.0311,0.0308,0.0311,0
ZARPHP,11-Jan-2018,4.0579,4.0663,4.0243,4.0605,0
ZARPKR,11-Jan-2018,8.94,8.963,8.853,8.862,0
ZARPLN,11-Jan-2018,0.2807,0.2813,0.2777,0.2791,0
ZARSEK,11-Jan-2018,0.6584,0.6592,0.6521,0.6552,0
ZARSGD,11-Jan-2018,0.1072,0.1075,0.1066,0.1074,0
ZARTHB,11-Jan-2018,2.5806,2.5822,2.5645,2.5811,0
ZARTRY,11-Jan-2018,0.3052,0.3054,0.3029,0.3043,0
ZARTWD,11-Jan-2018,2.3226,2.3226,2.3072,2.3072,0
ZARUSD,11-Jan-2018,0.0803,0.0809,0.08,0.0807,0
